date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:19:34	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225fd7aa36-4d7%22	https://myhometheme.net/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://myhometheme.net/agent/)
13:19:34	22138/22138	---MCZ	200	added ('OK')	application/javascript	etag:W/%225fdcda72-5690%22	https://myhometheme.net/agent/wp-content/cache/minify/1117c.js	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/cache/minify/1117c.js	(from https://myhometheme.net/agent/)
13:19:35	1402/1402	---MCZ	200	added ('OK')	application/javascript	etag:W/%225fdcd928-57a%22	https://myhometheme.net/agent/wp-content/cache/minify/fada9.js	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/cache/minify/fada9.js	(from https://myhometheme.net/agent/)
13:19:35	23453/23453	---MCZ	200	added ('OK')	application/javascript	etag:W/%225fdcda73-5bad%22	https://myhometheme.net/agent/wp-content/cache/minify/0a976.js	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/cache/minify/0a976.js	(from https://myhometheme.net/agent/)
13:19:35	733557/733557	---MCZ	200	added ('OK')	application/javascript	etag:W/%225fdcda74-b3192%22	https://myhometheme.net/agent/wp-content/cache/minify/741fe.js	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/cache/minify/741fe.js	(from https://myhometheme.net/agent/)
13:19:35	31833/31833	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b604320-7c59%22	https://myhometheme.net/agent/wp-content/plugins/easy-social-share-buttons3/assets/js/essb-core.min.js	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/easy-social-share-buttons3/assets/js/essb-core.min.js	(from https://myhometheme.net/agent/)
13:19:37	12310/12310	---MCZ	200	added ('OK')	application/javascript	etag:W/%225fd7aa36-3016%22	https://ajax.cloudflare.com/cdn-cgi/scripts/7089c43e/cloudflare-static/rocket-loader.min.js	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/ajax.cloudflare.com/cdn-cgi/scripts/7089c43e/cloudflare-static/rocket-loader.min.js	(from https://myhometheme.net/agent/)
13:19:38	319483/319483	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Dec%202020%2010:19:39%20GMT	https://myhometheme.net/agent/property-slider-v2/	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/property-slider-v2/index.html	(from https://myhometheme.net/agent/)
13:19:39	174672/174672	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Dec%202020%2010:19:40%20GMT	https://myhometheme.net/agent/property-slider-v3/	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/property-slider-v3/index.html	(from https://myhometheme.net/agent/)
13:19:39	240180/240180	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Dec%202020%2010:19:40%20GMT	https://myhometheme.net/agent/slider-search-form/	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/slider-search-form/index.html	(from https://myhometheme.net/agent/)
13:19:39	229543/229543	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Dec%202020%2010:09:32%20GMT	https://myhometheme.net/agent/map-search-form/	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/map-search-form/index.html	(from https://myhometheme.net/agent/)
13:19:39	718/718	---M--	200	added ('OK')	image/gif	etag:%225fdcd13e-34f%22	https://myhometheme.net/agent/wp-content/plugins/contact-form-7/assets/ajax-loader.gif	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/contact-form-7/assets/ajax-loader.gif	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:39	12136/12136	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225b604321-2f68%22	https://myhometheme.net/agent/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.eot?5510888	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.eot	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:39	7536/7536	---M--	200	added ('OK')	font/woff	etag:%225b604321-1d70%22	https://myhometheme.net/agent/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.woff?5510888	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.woff	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:40	246978/246978	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Dec%202020%2010:09:37%20GMT	https://myhometheme.net/agent/map-multiple-cities/	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/map-multiple-cities/index.html	(from https://myhometheme.net/agent/)
13:19:40	246062/246062	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Dec%202020%2010:19:43%20GMT	https://myhometheme.net/agent/map-list-integrated/	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/map-list-integrated/index.html	(from https://myhometheme.net/agent/)
13:19:40	11968/11968	---M--	200	added ('OK')	application/octet-stream	etag:%225b604321-2ec0%22	https://myhometheme.net/agent/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.ttf?5510888	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.ttf	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:40	13797/13797	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225b604321-35e5%22	https://myhometheme.net/agent/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.svg?5510888	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.svg	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:40	225411/225411	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Dec%202020%2010:19:43%20GMT	https://myhometheme.net/agent/map-no-search-form/	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/map-no-search-form/index.html	(from https://myhometheme.net/agent/)
13:19:40	326/326	---M--	200	added ('OK')	text/html	etag:%22146-5724998541ec4%22	https://myhometheme.net/agent/wp-content/plugins/revslider/public/assets/css/openhand.cur	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/revslider/public/assets/css/openhand.html	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:41	326/326	---M--	200	added ('OK')	text/html	etag:%22146-5724998541ec4%22	https://myhometheme.net/agent/wp-content/plugins/revslider/public/assets/css/closedhand.cur	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/revslider/public/assets/css/closedhand.html	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:41	335630/335630	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Dec%202020%2010:19:44%20GMT	https://myhometheme.net/agent/image-property-listings/	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/image-property-listings/index.html	(from https://myhometheme.net/agent/)
13:19:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2021%20Dec%202020%2010:19:44%20GMT	https://myhometheme.net/agent/image-parallax/	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/image-parallax/index.html	(from https://myhometheme.net/agent/)
13:19:41	933/933	---M--	200	added ('OK')	image/png	etag:%225b604321-3a5%22	https://myhometheme.net/agent/wp-content/plugins/revslider/public/assets/assets/gridtile.png	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:42	262482/262482	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Dec%202020%2010:19:45%20GMT	https://myhometheme.net/agent/video-property-listing/	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/video-property-listing/index.html	(from https://myhometheme.net/agent/)
13:19:42	951/951	---M--	200	added ('OK')	image/png	etag:%225b604321-3b7%22	https://myhometheme.net/agent/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:42	204822/204822	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Dec%202020%2010:19:45%20GMT	https://myhometheme.net/agent/video-search-form/	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/video-search-form/index.html	(from https://myhometheme.net/agent/)
13:19:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2021%20Dec%202020%2010:19:45%20GMT	https://myhometheme.net/agent/directory/	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/directory/index.html	(from https://myhometheme.net/agent/)
13:19:42	938/938	---M--	200	added ('OK')	image/png	etag:%225b604321-3aa%22	https://myhometheme.net/agent/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:42	935/935	---M--	200	added ('OK')	image/png	etag:%225b604321-3a7%22	https://myhometheme.net/agent/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:42	169824/169824	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Dec%202020%2010:19:46%20GMT	https://myhometheme.net/agent/city-neighborhood-street/	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/city-neighborhood-street/index.html	(from https://myhometheme.net/agent/)
13:19:43	180669/180669	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Dec%202020%2010:19:46%20GMT	https://myhometheme.net/agent/predefined-search-form-fields/	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/predefined-search-form-fields/index.html	(from https://myhometheme.net/agent/)
13:19:43	179244/179244	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Dec%202020%2010:09:36%20GMT	https://myhometheme.net/agent/advanced-search-form/	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/advanced-search-form/index.html	(from https://myhometheme.net/agent/)
13:19:43	68/68	---M--	200	added ('OK')	image/png	etag:%225b604321-b8%22	https://myhometheme.net/agent/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:43	2545/2545	---M--	200	added ('OK')	image/gif	etag:%225b604321-9f1%22	https://myhometheme.net/agent/wp-content/plugins/revslider/public/assets/assets/loader.gif	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:44	1676/1676	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225b92324c-68c%22	https://myhometheme.net/agent/wp-content/plugins/woocommerce/assets/fonts/star.eot	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/woocommerce/assets/fonts/star.eot	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:44	1676/1676	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225b92324c-68c%22	https://myhometheme.net/agent/wp-content/plugins/woocommerce/assets/fonts/star.eot?	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/woocommerce/assets/fonts/stard41d.eot	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:44	97986/97986	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Dec%202020%2010:19:47%20GMT	https://myhometheme.net/agent/blog/	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/blog/index.html	(from https://myhometheme.net/agent/)
13:19:44	1304/1304	---M--	200	added ('OK')	font/woff	etag:%225b92324c-518%22	https://myhometheme.net/agent/wp-content/plugins/woocommerce/assets/fonts/star.woff	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/woocommerce/assets/fonts/star.woff	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:44	86273/86273	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Dec%202020%2010:09:32%20GMT	https://myhometheme.net/agent/our-team/	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/our-team/index.html	(from https://myhometheme.net/agent/)
13:19:44	1512/1512	---M--	200	added ('OK')	application/octet-stream	etag:%225b92324c-5e8%22	https://myhometheme.net/agent/wp-content/plugins/woocommerce/assets/fonts/star.ttf	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/woocommerce/assets/fonts/star.ttf	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:44	1391/1391	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225b92324c-56f%22	https://myhometheme.net/agent/wp-content/plugins/woocommerce/assets/fonts/star.svg	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/woocommerce/assets/fonts/star.svg	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:45	14280/14280	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225b92324c-37c8%22	https://myhometheme.net/agent/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:45	14280/14280	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225b92324c-37c8%22	https://myhometheme.net/agent/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot?	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/woocommerce/assets/fonts/WooCommerced41d.eot	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:45	14176/14176	---M--	200	added ('OK')	font/woff	etag:%225b92324c-3760%22	https://myhometheme.net/agent/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:45	14100/14100	---M--	200	added ('OK')	application/octet-stream	etag:%225b92324c-3714%22	https://myhometheme.net/agent/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:45	167566/167566	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Dec%202020%2010:19:48%20GMT	https://myhometheme.net/agent/agent/adam-jarod/	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/agent/adam-jarod/index.html	(from https://myhometheme.net/agent/)
13:19:45	50742/50742	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225b92324c-c636%22	https://myhometheme.net/agent/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.svg	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.svg	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:46	553/553	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225b92324c-229%22	https://myhometheme.net/agent/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:46	3014/3014	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225b92324c-bc6%22	https://myhometheme.net/agent/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/visa.svg	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/visa.svg	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:46	169398/169398	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Dec%202020%2010:09:31%20GMT	https://myhometheme.net/agent/agency/myhome-agency/	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/agency/myhome-agency/index.html	(from https://myhometheme.net/agent/)
13:19:46	12391/12391	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225b92324c-3067%22	https://myhometheme.net/agent/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/mastercard.svg	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/mastercard.svg	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:46	82947/82947	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Dec%202020%2009:58:44%20GMT	https://myhometheme.net/agent/about-me/	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/about-me/index.html	(from https://myhometheme.net/agent/)
13:19:47	114415/114415	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Dec%202020%2009:49:04%20GMT	https://myhometheme.net/agent/about-us/	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/about-us/index.html	(from https://myhometheme.net/agent/)
13:19:47	4901/4901	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225b92324c-1325%22	https://myhometheme.net/agent/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/laser.svg	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/laser.svg	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:47	80506/80506	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Dec%202020%2010:09:46%20GMT	https://myhometheme.net/agent/contact/	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/contact/index.html	(from https://myhometheme.net/agent/)
13:19:47	2031/2031	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225b92324c-7ef%22	https://myhometheme.net/agent/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/diners.svg	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/diners.svg	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
13:19:47	16174/16174	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225b92324c-3f2e%22	https://myhometheme.net/agent/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/maestro.svg	C:/Users/Hp/Desktop/Osmaniye%20Gayrimenkul/myhometheme.net/agent/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/maestro.svg	(from https://myhometheme.net/agent/wp-content/cache/minify/84ed0.css)
